ts,bull_score,bear_score,velocity,delta,volume_ratio,weaken_signals,trend_state,base_state,structure_score,mtf_agreement
2026-06-23T11:07:04.975765+00:00,3,8,5.4506063438797214e-05,1.2070294820000083,0.030698272420951408,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:07:35.381513+00:00,3,8,0.00022442011445425838,1.2017512800000087,0.3623313415456589,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:13:07.507090+00:00,3,8,0.0,-0.01209001,1.0,0,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:13:37.656032+00:00,3,8,0.0002243517835966796,0.4434149,3.644278738228682,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:14:08.098658+00:00,3,8,-3.2044092671516e-05,0.37071746,0.27533836095532166,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:14:39.086912+00:00,3,8,-0.0005444878611235667,1.5807093000000003,0.2789612832620181,2,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:15:10.006940+00:00,3,8,3.2042039155371846e-05,1.5738960100000003,0.2854528078410503,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:15:40.125778+00:00,3,8,0.00011214354373598206,1.5619091300000003,0.28660682686122313,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:16:10.247501+00:00,3,8,6.403791044298225e-05,1.5501849600000004,0.0010125212406034284,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
2026-06-23T11:16:41.030205+00:00,3,8,1.6365524976562802e-06,1.5635155090000004,0.0010366531474829174,3,BEAR,BEAR,-1.0,BEAR_ALIGNED
